timestamp.Treatment,humidity.Treatment,precipIntensity.Treatment,temperature.Treatment,windSpeed.Treatment,light.Treatment,Weekend.Treatment,Hour.Treatment,timestamp.Control,humidity.Control,precipIntensity.Control,temperature.Control,windSpeed.Control,light.Control,Weekend.Control,precipType.Control,Hour.Control
1584403200,0.64,0,40.56,9.75,0,0,20,1580176800,0.61,0,40.9,7.2,0,0,3,21
1584950400,0.67,9.00E-04,37.55,9.38,0,0,4,1580198400,0.64,7.00E-04,37.78,7.97,0,0,1,3
1584939600,0.64,0,37.26,9.59,0,0,1,1580198400,0.64,7.00E-04,37.78,7.97,0,0,1,3
1587038400,0.58,0.0014,41.36,11.28,1,0,8,1580223600,0.58,7.00E-04,40.69,10.69,1,0,1,10
1587042000,0.52,0,42.29,11.05,1,0,9,1580227200,0.53,0.0012,42.2,11.54,1,0,1,11
1586952000,0.53,0,42.58,9.99,1,0,8,1580227200,0.53,0.0012,42.2,11.54,1,0,1,11
1586523600,0.52,5.00E-04,43.03,13.46,1,0,9,1580230800,0.51,0,43.17,10.4,1,0,3,12
1584399600,0.61,0.001,41.14,10.71,1,0,19,1580248800,0.54,8.00E-04,39.97,9.19,1,0,1,17
1584352800,0.44,0.001,34.23,9.36,0,0,6,1580313600,0.47,6.00E-04,35.21,8.87,1,0,1,11
1584367200,0.36,0.0017,36.87,10.85,1,0,10,1580317200,0.43,4.00E-04,37.34,9.34,1,0,1,12
1584370800,0.37,5.00E-04,38.6,8.81,1,0,11,1580320800,0.4,2.00E-04,38.7,9.01,1,0,1,13
1584374400,0.39,0,40.76,9.08,1,0,12,1580324400,0.37,0,40.31,8.52,1,0,3,14
